Previous Scores,Hours Studied,Sample Question Papers Practiced,Sleep Hours,Performance_bin,Extracurricular Activities,Previous Scores_scaled
45,8,8,4,3,0,0.847457627118644
77,1,4,6,5,0,6.271186440677966
42,3,3,9,2,0,0.3389830508474576
87,4,0,7,7,1,7.966101694915254
51,8,8,6,5,1,1.8644067796610169
75,6,3,4,6,1,5.932203389830509
72,7,3,4,6,1,5.423728813559322
75,8,3,4,7,0,5.932203389830509
72,2,1,9,5,0,5.423728813559322
70,8,3,8,6,0,5.084745762711864
60,3,1,6,4,1,3.389830508474576
66,7,7,8,6,1,4.406779661016949
66,3,6,4,4,0,4.406779661016949
47,7,9,7,4,1,1.1864406779661016
95,2,1,4,8,0,9.322033898305085
76,6,1,8,7,1,6.101694915254237
71,3,1,4,5,1,5.254237288135593
65,3,0,4,4,1,4.237288135593221
41,9,5,8,3,1,0.1694915254237288
51,7,5,8,4,1,1.8644067796610169
61,5,0,7,5,0,3.559322033898305
56,7,0,8,4,0,2.711864406779661
46,9,5,7,4,0,1.0169491525423728
82,1,5,5,5,1,7.11864406779661
43,7,3,5,3,0,0.5084745762711864
76,6,2,8,6,0,6.101694915254237
77,9,8,4,8,1,6.271186440677966
71,1,5,6,5,1,5.254237288135593
50,4,0,4,3,0,1.694915254237288
40,9,2,8,3,0,0.0
64,4,0,7,4,0,4.067796610169491
81,3,2,4,6,0,6.9491525423728815
91,9,1,5,9,0,8.64406779661017
63,2,4,9,4,1,3.8983050847457625
92,4,2,8,8,0,8.813559322033898
82,6,6,4,6,0,7.11864406779661
95,2,7,9,8,0,9.322033898305085
56,8,6,4,5,0,2.711864406779661
47,8,1,7,3,0,1.1864406779661016
98,1,9,7,8,0,9.830508474576272
84,3,9,7,7,1,7.4576271186440675
66,9,6,9,7,1,4.406779661016949
91,5,9,6,8,1,8.64406779661017
57,6,2,9,4,0,2.8813559322033897
66,4,6,8,5,0,4.406779661016949
61,2,0,8,4,1,3.559322033898305
55,8,1,5,4,0,2.542372881355932
41,6,9,5,3,0,0.1694915254237288
44,5,0,8,2,0,0.6779661016949152
57,9,8,4,5,1,2.8813559322033897
42,1,1,8,1,1,0.3389830508474576
66,5,1,6,5,1,4.406779661016949
93,6,5,5,9,0,8.983050847457626
56,5,6,5,4,1,2.711864406779661
55,6,1,9,4,1,2.542372881355932
45,6,3,5,3,1,0.847457627118644
90,7,2,8,8,0,8.474576271186441
46,4,4,5,3,1,1.0169491525423728
89,8,8,5,8,1,8.305084745762711
53,7,1,9,4,0,2.2033898305084745
77,9,4,8,8,1,6.271186440677966
79,7,7,4,7,0,6.610169491525424
54,3,5,5,3,0,2.3728813559322033
86,3,3,5,6,1,7.796610169491525
86,8,9,5,8,1,7.796610169491525
87,5,7,6,8,1,7.966101694915254
72,4,2,8,5,0,5.423728813559322
82,8,3,5,8,1,7.11864406779661
66,6,8,6,5,1,4.406779661016949
68,2,4,4,4,1,4.745762711864407
96,4,5,4,8,0,9.491525423728813
76,4,1,9,6,0,6.101694915254237
44,6,8,9,3,0,0.6779661016949152
68,6,7,9,6,1,4.745762711864407
71,1,6,6,4,1,5.254237288135593
99,8,8,4,10,0,10.0
92,6,4,9,9,1,8.813559322033898
45,3,4,7,2,1,0.847457627118644
41,9,8,9,3,0,0.1694915254237288
45,2,4,4,1,0,0.847457627118644
85,8,8,7,9,0,7.627118644067797
82,3,0,6,6,1,7.11864406779661
43,5,9,7,3,1,0.5084745762711864
95,6,9,4,9,1,9.322033898305085
68,6,7,5,6,0,4.745762711864407
98,4,2,7,8,0,9.830508474576272
64,3,7,4,4,1,4.067796610169491
48,4,4,9,3,0,1.3559322033898304
95,1,1,5,7,0,9.322033898305085
42,4,8,6,2,1,0.3389830508474576
65,1,3,6,3,0,4.237288135593221
87,1,6,8,6,1,7.966101694915254
82,6,7,6,7,0,7.11864406779661
66,5,6,8,5,1,4.406779661016949
75,4,5,6,5,0,5.932203389830509
71,3,6,6,5,1,5.254237288135593
40,1,3,6,1,0,0.0
96,6,9,8,9,0,9.491525423728813
92,2,0,9,7,0,8.813559322033898
93,8,4,8,9,0,8.983050847457626
55,5,7,7,4,0,2.542372881355932
90,7,9,4,9,1,8.474576271186441
87,2,5,4,6,1,7.966101694915254
50,8,4,9,4,1,1.694915254237288
65,2,1,4,4,0,4.237288135593221
79,4,9,6,7,1,6.610169491525424
94,1,4,9,7,0,9.152542372881356
40,5,9,4,2,0,0.0
65,9,2,8,6,1,4.237288135593221
67,1,1,7,4,1,4.576271186440678
92,9,2,5,9,0,8.813559322033898
97,8,3,7,10,0,9.661016949152541
48,6,1,4,3,1,1.3559322033898304
99,7,3,9,10,1,10.0
98,3,3,4,8,0,9.830508474576272
83,1,5,8,6,0,7.288135593220339
61,5,4,7,5,1,3.559322033898305
47,2,6,8,2,0,1.1864406779661016
97,5,6,8,9,0,9.661016949152541
88,8,2,5,8,1,8.135593220338983
81,9,8,8,8,1,6.9491525423728815
66,2,6,8,4,0,4.406779661016949
78,3,6,5,6,0,6.440677966101695
58,3,1,6,4,1,3.0508474576271185
64,1,9,6,4,0,4.067796610169491
77,8,2,9,7,1,6.271186440677966
60,6,2,5,4,0,3.389830508474576
63,8,5,9,6,1,3.8983050847457625
63,9,3,9,6,0,3.8983050847457625
99,5,3,8,9,0,10.0
99,3,0,9,8,0,10.0
58,5,5,4,4,1,3.0508474576271185
89,5,7,7,8,1,8.305084745762711
86,5,7,4,7,1,7.796610169491525
41,3,7,4,1,0,0.1694915254237288
53,4,4,8,3,0,2.2033898305084745
92,9,9,7,10,1,8.813559322033898
71,9,5,9,7,1,5.254237288135593
81,2,4,7,6,0,6.9491525423728815
71,8,3,9,7,0,5.254237288135593
67,8,3,6,6,0,4.576271186440678
87,7,3,5,8,0,7.966101694915254
78,8,3,8,7,1,6.440677966101695
79,3,5,9,6,1,6.610169491525424
81,6,5,9,8,0,6.9491525423728815
86,1,4,7,6,0,7.796610169491525
79,7,8,8,7,0,6.610169491525424
52,1,7,9,2,1,2.0338983050847457
51,9,9,6,5,1,1.8644067796610169
47,1,5,4,1,0,1.1864406779661016
54,1,8,9,3,0,2.3728813559322033
65,7,4,7,5,0,4.237288135593221
51,2,9,6,2,0,1.8644067796610169
82,5,3,8,7,0,7.11864406779661
90,8,5,9,9,0,8.474576271186441
85,8,3,6,8,1,7.627118644067797
66,3,7,6,4,1,4.406779661016949
57,7,6,6,5,1,2.8813559322033897
84,3,4,6,7,0,7.4576271186440675
75,6,9,6,7,0,5.932203389830509
88,6,5,6,8,0,8.135593220338983
90,3,6,5,7,1,8.474576271186441
66,7,1,8,6,0,4.406779661016949
48,3,8,4,2,1,1.3559322033898304
94,8,6,8,9,0,9.152542372881356
78,4,7,7,6,0,6.440677966101695
40,1,4,7,1,0,0.0
46,4,2,8,2,1,1.0169491525423728
65,7,1,6,5,1,4.237288135593221
46,4,1,5,3,1,1.0169491525423728
91,6,2,4,8,0,8.64406779661017
46,9,0,9,4,1,1.0169491525423728
47,1,0,9,2,0,1.1864406779661016
55,5,6,6,4,0,2.542372881355932
42,7,9,8,3,1,0.3389830508474576
84,1,7,9,6,1,7.4576271186440675
49,4,5,8,3,0,1.5254237288135593
89,6,6,5,8,0,8.305084745762711
46,2,0,5,2,0,1.0169491525423728
60,5,0,8,4,0,3.389830508474576
92,1,8,6,7,1,8.813559322033898
76,6,4,6,7,1,6.101694915254237
70,6,6,6,6,1,5.084745762711864
62,4,5,9,4,0,3.7288135593220337
96,8,3,4,9,0,9.491525423728813
66,4,0,4,5,0,4.406779661016949
95,8,3,6,9,1,9.322033898305085
61,8,9,8,6,0,3.559322033898305
78,5,9,5,7,0,6.440677966101695
96,4,7,7,8,1,9.491525423728813
66,2,0,5,4,1,4.406779661016949
93,3,1,5,7,0,8.983050847457626
88,3,7,7,7,1,8.135593220338983
43,4,1,6,2,0,0.5084745762711864
63,4,9,5,5,1,3.8983050847457625
62,5,8,7,4,0,3.7288135593220337
87,4,2,9,7,1,7.966101694915254
58,8,2,8,5,1,3.0508474576271185
81,6,5,8,7,1,6.9491525423728815
42,6,2,8,2,1,0.3389830508474576
66,8,8,6,6,0,4.406779661016949
42,7,7,5,3,0,0.3389830508474576
67,8,3,5,6,1,4.576271186440678
56,2,5,4,2,0,2.711864406779661
70,9,7,8,7,1,5.084745762711864
49,1,3,6,2,1,1.5254237288135593
88,8,4,7,9,0,8.135593220338983
61,4,6,6,4,0,3.559322033898305
69,4,7,5,5,0,4.915254237288136
88,5,6,8,8,0,8.135593220338983
60,8,7,4,5,0,3.389830508474576
75,5,3,9,6,0,5.932203389830509
92,8,0,6,9,0,8.813559322033898
62,1,5,4,3,1,3.7288135593220337
77,9,4,5,7,0,6.271186440677966
51,6,3,7,3,1,1.8644067796610169
64,3,1,6,4,0,4.067796610169491
93,8,0,9,9,0,8.983050847457626
96,9,8,5,10,1,9.491525423728813
59,6,1,8,5,1,3.2203389830508473
88,7,8,6,8,1,8.135593220338983
88,1,5,4,6,1,8.135593220338983
81,5,5,6,7,0,6.9491525423728815
46,5,1,5,3,0,1.0169491525423728
68,4,5,5,5,1,4.745762711864407
87,6,2,4,7,1,7.966101694915254
68,7,6,9,6,0,4.745762711864407
42,1,3,6,2,1,0.3389830508474576
41,6,8,9,3,0,0.1694915254237288
55,7,4,4,4,0,2.542372881355932
69,3,9,5,5,1,4.915254237288136
77,8,2,5,7,1,6.271186440677966
45,5,0,6,2,1,0.847457627118644
84,9,0,5,8,1,7.4576271186440675
46,5,3,6,3,0,1.0169491525423728
44,9,9,8,4,1,0.6779661016949152
95,4,9,9,8,0,9.322033898305085
46,9,3,6,4,0,1.0169491525423728
73,5,8,7,6,0,5.593220338983051
71,9,7,5,7,0,5.254237288135593
88,3,3,8,7,1,8.135593220338983
52,4,5,9,4,0,2.0338983050847457
69,9,6,4,7,1,4.915254237288136
64,6,9,7,5,0,4.067796610169491
60,2,7,4,4,1,3.389830508474576
99,7,3,7,10,0,10.0
98,2,0,8,8,0,9.830508474576272
60,2,4,9,4,1,3.389830508474576
67,1,0,8,4,1,4.576271186440678
87,3,3,8,7,1,7.966101694915254
97,6,6,7,9,1,9.661016949152541
59,8,6,6,5,0,3.2203389830508473
73,9,0,9,7,0,5.593220338983051
44,7,8,4,3,0,0.6779661016949152
57,4,1,6,4,0,2.8813559322033897
99,6,4,6,9,0,10.0
78,5,5,5,6,1,6.440677966101695
82,8,0,4,7,1,7.11864406779661
96,1,1,7,7,0,9.491525423728813
96,1,6,5,7,1,9.491525423728813
50,6,5,5,4,0,1.694915254237288
93,2,5,8,7,0,8.983050847457626
56,5,5,7,4,1,2.711864406779661
87,1,6,6,6,0,7.966101694915254
84,7,9,9,8,1,7.4576271186440675
61,1,8,6,4,0,3.559322033898305
76,4,8,6,6,1,6.101694915254237
59,9,1,8,6,0,3.2203389830508473
87,1,1,6,6,0,7.966101694915254
99,4,4,4,8,1,10.0
93,6,9,6,9,0,8.983050847457626
93,6,6,6,9,0,8.983050847457626
87,8,2,4,8,1,7.966101694915254
87,1,2,8,6,1,7.966101694915254
85,7,3,5,7,1,7.627118644067797
45,1,2,7,1,0,0.847457627118644
73,7,2,8,6,1,5.593220338983051
53,3,7,6,3,1,2.2033898305084745
87,8,6,5,8,1,7.966101694915254
62,3,6,7,4,0,3.7288135593220337
59,1,9,7,3,1,3.2203389830508473
52,8,1,7,5,0,2.0338983050847457
86,3,8,4,7,0,7.796610169491525
83,2,5,4,6,1,7.288135593220339
80,1,2,5,5,0,6.779661016949152
71,3,8,6,5,0,5.254237288135593
65,2,8,5,4,0,4.237288135593221
89,2,5,6,7,0,8.305084745762711
92,6,9,8,8,0,8.813559322033898
53,1,5,7,2,1,2.2033898305084745
91,2,7,7,7,1,8.64406779661017
96,6,7,4,9,1,9.491525423728813
75,3,5,8,6,0,5.932203389830509
47,4,6,9,3,1,1.1864406779661016
79,1,3,8,6,0,6.610169491525424
61,8,0,6,5,0,3.559322033898305
61,7,3,8,5,0,3.559322033898305
55,7,7,4,5,0,2.542372881355932
66,3,7,6,5,1,4.406779661016949
95,3,1,5,8,0,9.322033898305085
99,2,6,6,8,1,10.0
99,1,0,5,8,1,10.0
49,7,1,9,4,0,1.5254237288135593
64,7,7,6,6,1,4.067796610169491
70,2,9,7,5,1,5.084745762711864
60,7,3,9,5,1,3.389830508474576
66,8,2,5,6,0,4.406779661016949
56,1,1,4,3,0,2.711864406779661
72,9,5,9,7,0,5.423728813559322
70,7,3,9,6,1,5.084745762711864
89,3,2,9,7,1,8.305084745762711
81,8,2,5,8,0,6.9491525423728815
65,7,9,5,6,0,4.237288135593221
60,8,2,6,5,1,3.389830508474576
75,6,7,7,6,0,5.932203389830509
40,9,8,9,3,0,0.0
43,5,8,6,3,1,0.5084745762711864
43,3,4,6,2,1,0.5084745762711864
65,3,0,7,4,0,4.237288135593221
43,1,9,6,1,0,0.5084745762711864
88,8,4,7,8,0,8.135593220338983
48,2,0,4,1,0,1.3559322033898304
69,3,8,7,5,1,4.915254237288136
90,8,9,8,9,0,8.474576271186441
84,8,7,7,8,0,7.4576271186440675
43,4,6,7,2,1,0.5084745762711864
44,4,1,8,2,1,0.6779661016949152
84,5,1,7,8,1,7.4576271186440675
62,6,3,5,5,1,3.7288135593220337
55,5,8,6,4,1,2.542372881355932
61,7,8,6,5,1,3.559322033898305
76,2,7,4,5,1,6.101694915254237
47,7,4,4,3,0,1.1864406779661016
87,7,6,8,8,0,7.966101694915254
72,1,8,5,4,1,5.423728813559322
94,7,2,4,8,0,9.152542372881356
99,5,3,6,9,0,10.0
77,3,1,4,6,1,6.271186440677966
82,3,8,4,7,1,7.11864406779661
55,4,6,7,4,1,2.542372881355932
44,2,5,4,1,1,0.6779661016949152
55,2,4,8,3,1,2.542372881355932
46,1,6,6,2,0,1.0169491525423728
90,5,2,8,8,0,8.474576271186441
40,4,4,8,2,1,0.0
48,2,1,9,2,1,1.3559322033898304
57,3,4,5,4,0,2.8813559322033897
84,7,6,9,8,0,7.4576271186440675
97,7,9,9,9,0,9.661016949152541
86,4,6,7,7,1,7.796610169491525
42,5,8,8,3,1,0.3389830508474576
63,5,2,5,5,0,3.8983050847457625
67,6,7,6,6,1,4.576271186440678
49,9,4,6,4,0,1.5254237288135593
48,2,6,5,2,1,1.3559322033898304
52,5,0,8,3,1,2.0338983050847457
87,3,0,8,7,0,7.966101694915254
74,4,3,7,5,0,5.762711864406779
93,6,4,7,8,1,8.983050847457626
62,8,9,9,6,0,3.7288135593220337
86,1,2,6,6,1,7.796610169491525
56,8,5,7,5,0,2.711864406779661
85,7,2,5,8,0,7.627118644067797
46,1,4,6,1,1,1.0169491525423728
91,2,0,8,7,1,8.64406779661017
55,3,2,6,3,1,2.542372881355932
92,1,6,4,6,0,8.813559322033898
79,9,2,6,8,0,6.610169491525424
75,8,4,7,7,1,5.932203389830509
59,2,6,5,3,0,3.2203389830508473
63,9,1,8,6,1,3.8983050847457625
86,7,2,8,8,1,7.796610169491525
44,9,3,7,4,1,0.6779661016949152
84,6,4,7,7,1,7.4576271186440675
45,6,8,7,3,1,0.847457627118644
67,4,8,4,5,0,4.576271186440678
98,2,3,5,7,0,9.830508474576272
44,7,8,4,3,1,0.6779661016949152
88,5,3,7,8,0,8.135593220338983
78,6,1,5,7,1,6.440677966101695
77,2,9,7,5,0,6.271186440677966
41,5,0,5,2,0,0.1694915254237288
82,4,6,8,7,1,7.11864406779661
78,9,3,4,8,0,6.440677966101695
93,6,7,9,9,1,8.983050847457626
60,2,7,7,4,0,3.389830508474576
79,1,7,7,6,1,6.610169491525424
76,5,5,6,6,1,6.101694915254237
98,9,8,9,10,1,9.830508474576272
57,6,3,8,4,1,2.8813559322033897
93,7,4,7,9,1,8.983050847457626
87,5,3,4,7,1,7.966101694915254
85,6,4,8,8,0,7.627118644067797
51,5,1,7,3,1,1.8644067796610169
56,9,4,4,5,0,2.711864406779661
76,6,9,6,7,1,6.101694915254237
85,8,7,6,8,0,7.627118644067797
77,2,8,4,5,1,6.271186440677966
54,9,6,8,5,1,2.3728813559322033
46,5,6,4,3,0,1.0169491525423728
53,7,5,9,5,1,2.2033898305084745
89,1,1,4,6,1,8.305084745762711
40,5,9,6,2,1,0.0
77,2,9,6,5,1,6.271186440677966
42,6,8,6,3,0,0.3389830508474576
76,1,4,9,6,1,6.101694915254237
83,3,5,7,7,0,7.288135593220339
70,5,0,9,5,1,5.084745762711864
82,4,4,7,7,1,7.11864406779661
52,3,5,9,3,1,2.0338983050847457
87,5,9,5,7,1,7.966101694915254
57,8,1,7,4,0,2.8813559322033897
56,4,6,8,4,1,2.711864406779661
56,1,3,8,3,1,2.711864406779661
50,7,4,6,4,1,1.694915254237288
59,8,2,9,5,0,3.2203389830508473
49,3,4,4,2,0,1.5254237288135593
68,6,3,6,6,0,4.745762711864407
87,2,9,4,7,0,7.966101694915254
73,7,5,9,7,1,5.593220338983051
56,8,1,6,4,1,2.711864406779661
93,6,2,6,8,0,8.983050847457626
91,6,9,8,9,1,8.64406779661017
81,5,0,4,6,1,6.9491525423728815
52,8,6,5,4,0,2.0338983050847457
83,1,8,5,6,1,7.288135593220339
86,4,1,6,7,0,7.796610169491525
78,4,6,9,6,0,6.440677966101695
66,3,2,6,5,0,4.406779661016949
93,3,4,8,8,0,8.983050847457626
92,4,5,4,8,0,8.813559322033898
65,1,7,6,4,0,4.237288135593221
67,2,3,9,4,1,4.576271186440678
52,9,1,5,5,1,2.0338983050847457
51,2,2,4,2,1,1.8644067796610169
83,5,7,6,7,0,7.288135593220339
67,9,6,4,6,0,4.576271186440678
41,9,5,8,3,0,0.1694915254237288
76,8,4,5,7,1,6.101694915254237
96,1,4,9,7,1,9.491525423728813
96,1,0,4,7,0,9.491525423728813
73,9,5,5,7,0,5.593220338983051
62,8,8,6,6,0,3.7288135593220337
97,9,7,9,10,0,9.661016949152541
91,7,9,9,9,0,8.64406779661017
84,3,0,7,7,1,7.4576271186440675
68,3,5,4,5,0,4.745762711864407
74,2,2,5,5,0,5.762711864406779
50,5,5,4,3,0,1.694915254237288
87,3,8,6,6,0,7.966101694915254
72,6,5,6,6,1,5.423728813559322
90,2,7,9,7,0,8.474576271186441
50,3,5,9,3,0,1.694915254237288
48,5,5,5,3,0,1.3559322033898304
53,1,6,8,3,1,2.2033898305084745
48,1,9,4,2,0,1.3559322033898304
78,9,3,4,8,1,6.440677966101695
87,7,7,6,8,0,7.966101694915254
42,1,3,4,1,0,0.3389830508474576
68,8,6,5,7,0,4.745762711864407
58,3,0,7,3,0,3.0508474576271185
75,8,8,9,8,0,5.932203389830509
71,5,9,6,6,0,5.254237288135593
46,1,8,9,1,0,1.0169491525423728
94,7,6,9,9,0,9.152542372881356
67,5,7,9,5,0,4.576271186440678
83,6,1,7,7,1,7.288135593220339
57,6,9,4,4,1,2.8813559322033897
99,8,9,8,10,1,10.0
44,9,6,9,4,1,0.6779661016949152
62,2,0,5,4,0,3.7288135593220337
94,9,2,9,9,0,9.152542372881356
61,9,5,9,6,1,3.559322033898305
65,7,4,4,6,1,4.237288135593221
81,1,4,5,5,1,6.9491525423728815
51,7,8,4,4,1,1.8644067796610169
79,5,5,9,6,0,6.610169491525424
58,6,2,4,4,1,3.0508474576271185
86,7,1,4,8,0,7.796610169491525
40,5,8,6,2,0,0.0
42,7,9,7,3,0,0.3389830508474576
66,9,3,8,7,1,4.406779661016949
57,3,4,7,3,1,2.8813559322033897
89,8,8,7,9,0,8.305084745762711
69,2,4,5,4,1,4.915254237288136
41,7,6,6,3,1,0.1694915254237288
44,2,1,6,1,0,0.6779661016949152
68,4,1,4,4,0,4.745762711864407
72,7,3,7,6,1,5.423728813559322
81,3,7,8,6,0,6.9491525423728815
59,2,1,5,3,1,3.2203389830508473
69,7,9,6,6,1,4.915254237288136
81,1,6,4,6,0,6.9491525423728815
44,8,0,8,3,0,0.6779661016949152
89,3,8,7,8,1,8.305084745762711
60,2,9,8,4,0,3.389830508474576
97,3,5,6,8,1,9.661016949152541
54,5,0,5,4,0,2.3728813559322033
59,8,9,7,5,1,3.2203389830508473
47,7,5,5,4,0,1.1864406779661016
88,7,4,9,9,1,8.135593220338983
70,7,4,8,6,1,5.084745762711864
51,8,4,8,5,0,1.8644067796610169
60,1,3,4,3,1,3.389830508474576
69,4,6,7,5,1,4.915254237288136
66,6,8,8,6,1,4.406779661016949
83,9,3,6,8,1,7.288135593220339
65,2,1,9,4,1,4.237288135593221
72,1,1,6,4,0,5.423728813559322
65,2,1,5,4,1,4.237288135593221
65,7,6,9,6,1,4.237288135593221
75,3,3,9,6,1,5.932203389830509
79,2,3,6,6,0,6.610169491525424
40,7,0,8,3,0,0.0
98,2,3,6,8,1,9.830508474576272
54,3,5,7,3,1,2.3728813559322033
89,7,1,5,8,0,8.305084745762711
40,4,3,9,2,0,0.0
50,1,6,7,2,1,1.694915254237288
94,5,8,8,8,0,9.152542372881356
41,9,1,8,4,1,0.1694915254237288
40,8,7,6,3,1,0.0
70,9,5,4,7,1,5.084745762711864
83,9,7,9,9,0,7.288135593220339
55,7,1,9,4,1,2.542372881355932
93,4,0,4,8,1,8.983050847457626
61,5,6,8,5,0,3.559322033898305
81,1,8,8,6,1,6.9491525423728815
57,1,8,9,3,1,2.8813559322033897
86,3,1,5,7,1,7.796610169491525
56,8,3,9,5,0,2.711864406779661
69,2,0,8,4,0,4.915254237288136
49,4,6,8,3,1,1.5254237288135593
74,2,1,5,5,0,5.762711864406779
97,5,3,7,8,1,9.661016949152541
60,9,1,7,6,1,3.389830508474576
55,1,0,5,3,0,2.542372881355932
45,5,6,5,3,0,0.847457627118644
42,9,5,7,4,1,0.3389830508474576
80,1,1,7,5,0,6.779661016949152
82,9,3,7,8,0,7.11864406779661
60,8,2,7,5,0,3.389830508474576
52,4,2,9,3,1,2.0338983050847457
57,5,2,9,4,1,2.8813559322033897
97,5,3,6,8,0,9.661016949152541
93,6,0,5,8,1,8.983050847457626
99,7,0,4,9,1,10.0
63,8,6,6,5,0,3.8983050847457625
66,8,4,4,6,1,4.406779661016949
93,2,2,4,7,0,8.983050847457626
43,9,8,8,4,1,0.5084745762711864
61,7,4,5,5,1,3.559322033898305
63,4,9,9,5,0,3.8983050847457625
79,4,2,6,7,1,6.610169491525424
84,8,8,5,8,0,7.4576271186440675
49,4,0,7,3,1,1.5254237288135593
41,6,8,5,3,1,0.1694915254237288
79,5,4,4,6,1,6.610169491525424
45,3,5,9,2,0,0.847457627118644
87,2,1,7,7,1,7.966101694915254
57,9,7,5,5,1,2.8813559322033897
56,9,2,5,5,0,2.711864406779661
77,1,0,9,6,0,6.271186440677966
84,3,6,4,7,1,7.4576271186440675
62,8,2,7,6,0,3.7288135593220337
85,6,3,4,8,0,7.627118644067797
69,5,4,9,5,0,4.915254237288136
97,5,0,5,8,0,9.661016949152541
60,6,8,6,5,1,3.389830508474576
49,7,6,6,4,0,1.5254237288135593
95,1,1,8,7,1,9.322033898305085
82,9,0,6,8,1,7.11864406779661
52,3,1,9,3,1,2.0338983050847457
51,4,2,9,3,0,1.8644067796610169
48,1,2,9,2,0,1.3559322033898304
43,3,7,7,2,1,0.5084745762711864
78,2,4,8,6,1,6.440677966101695
63,2,8,7,4,0,3.8983050847457625
93,1,2,6,7,0,8.983050847457626
73,8,5,6,7,1,5.593220338983051
78,3,3,5,6,0,6.440677966101695
80,3,7,7,6,0,6.779661016949152
44,6,0,4,2,1,0.6779661016949152
54,8,3,5,4,0,2.3728813559322033
89,9,6,7,9,0,8.305084745762711
43,9,8,9,4,1,0.5084745762711864
90,4,0,8,7,0,8.474576271186441
91,5,7,7,8,1,8.64406779661017
97,2,1,8,8,0,9.661016949152541
78,9,3,8,8,1,6.440677966101695
97,8,3,6,10,0,9.661016949152541
47,3,7,4,2,1,1.1864406779661016
88,9,1,7,9,0,8.135593220338983
84,3,6,4,6,0,7.4576271186440675
63,9,2,8,6,0,3.8983050847457625
92,2,8,6,7,1,8.813559322033898
67,9,4,4,6,0,4.576271186440678
94,8,7,5,9,1,9.152542372881356
82,9,4,8,8,0,7.11864406779661
66,5,0,5,5,0,4.406779661016949
40,2,8,9,1,0,0.0
73,8,9,4,7,0,5.593220338983051
56,6,6,4,4,0,2.711864406779661
76,8,3,4,7,0,6.101694915254237
77,5,6,9,7,1,6.271186440677966
65,2,4,7,4,1,4.237288135593221
96,6,9,8,9,0,9.491525423728813
63,5,8,8,5,0,3.8983050847457625
78,5,1,8,7,0,6.440677966101695
99,1,3,7,8,0,10.0
60,2,5,4,3,0,3.389830508474576
69,8,4,4,6,1,4.915254237288136
86,3,0,9,6,0,7.796610169491525
90,3,8,5,7,0,8.474576271186441
87,8,8,7,8,1,7.966101694915254
96,8,2,6,10,1,9.491525423728813
52,2,3,7,2,1,2.0338983050847457
76,8,3,9,7,0,6.101694915254237
42,1,9,5,1,0,0.3389830508474576
71,6,7,5,6,0,5.254237288135593
74,8,5,5,7,0,5.762711864406779
58,3,1,4,3,0,3.0508474576271185
53,8,3,6,4,1,2.2033898305084745
87,1,0,5,6,0,7.966101694915254
61,9,2,8,6,0,3.559322033898305
56,9,3,4,5,0,2.711864406779661
98,5,7,6,8,1,9.830508474576272
43,4,2,8,2,0,0.5084745762711864
84,6,4,6,7,0,7.4576271186440675
79,7,0,9,7,0,6.610169491525424
58,5,3,6,4,0,3.0508474576271185
76,9,1,8,8,1,6.101694915254237
41,3,3,7,2,1,0.1694915254237288
54,7,4,6,4,1,2.3728813559322033
41,5,2,7,2,0,0.1694915254237288
50,7,5,6,4,1,1.694915254237288
84,2,1,9,6,1,7.4576271186440675
62,4,4,8,4,0,3.7288135593220337
49,2,3,6,2,0,1.5254237288135593
42,7,4,5,3,1,0.3389830508474576
44,2,8,9,2,1,0.6779661016949152
42,1,5,5,1,1,0.3389830508474576
77,9,6,9,8,1,6.271186440677966
52,1,7,9,3,0,2.0338983050847457
81,8,8,6,8,0,6.9491525423728815
58,2,4,8,3,1,3.0508474576271185
79,8,7,8,8,1,6.610169491525424
89,3,1,4,7,1,8.305084745762711
74,6,9,8,6,0,5.762711864406779
63,3,8,7,4,0,3.8983050847457625
63,7,1,6,5,0,3.8983050847457625
56,9,4,5,5,1,2.711864406779661
79,2,5,8,6,0,6.610169491525424
49,5,3,5,3,1,1.5254237288135593
41,6,7,4,2,1,0.1694915254237288
83,4,9,6,7,0,7.288135593220339
62,4,2,8,4,1,3.7288135593220337
45,4,4,5,2,0,0.847457627118644
41,2,1,9,2,0,0.1694915254237288
60,4,2,8,4,1,3.389830508474576
94,1,7,4,7,1,9.152542372881356
95,6,4,9,9,0,9.322033898305085
74,1,2,5,4,0,5.762711864406779
88,6,4,5,7,0,8.135593220338983
68,1,8,6,4,0,4.745762711864407
46,6,2,6,2,0,1.0169491525423728
68,8,9,5,6,0,4.745762711864407
92,2,6,9,7,0,8.813559322033898
76,2,7,6,6,1,6.101694915254237
62,4,4,5,4,0,3.7288135593220337
72,3,2,9,5,1,5.423728813559322
47,4,5,7,3,1,1.1864406779661016
51,7,2,8,4,0,1.8644067796610169
85,1,8,7,6,0,7.627118644067797
87,6,1,7,8,0,7.966101694915254
49,3,2,8,2,0,1.5254237288135593
54,7,6,5,4,0,2.3728813559322033
92,2,9,5,7,1,8.813559322033898
63,2,7,6,4,1,3.8983050847457625
65,4,4,4,5,0,4.237288135593221
86,1,4,5,6,0,7.796610169491525
81,3,4,8,6,0,6.9491525423728815
92,9,3,4,9,0,8.813559322033898
99,7,8,8,10,1,10.0
78,7,5,8,7,1,6.440677966101695
97,4,7,8,8,1,9.661016949152541
42,2,7,4,1,0,0.3389830508474576
41,4,4,7,2,0,0.1694915254237288
45,6,8,9,3,0,0.847457627118644
60,3,1,8,4,1,3.389830508474576
48,1,7,6,2,1,1.3559322033898304
