,Hours Studied,Previous Scores,Extracurricular Activities,Sleep Hours,Sample Question Papers Practiced,Performance Index,Performance_bin
867,5,60,0,8,0,46,4
868,1,92,1,6,8,68,7
869,6,76,1,6,4,66,7
870,6,70,1,6,6,60,6
871,4,62,0,9,5,44,4
872,8,96,0,4,3,90,9
873,4,66,0,4,0,47,5
874,8,95,1,6,3,88,9
875,8,61,0,8,9,56,6
876,5,78,0,5,9,66,7
877,4,96,1,7,7,78,8
878,2,66,1,5,0,43,4
879,3,93,0,5,1,72,7
880,3,88,1,7,7,69,7
881,4,43,0,6,1,24,2
882,4,63,1,5,9,47,5
883,5,62,0,7,8,45,4
884,4,87,1,9,2,72,7
885,8,58,1,8,2,51,5
886,6,81,1,8,5,73,7
887,6,42,1,8,2,28,2
888,8,66,0,6,8,56,6
889,7,42,0,5,7,29,3
890,8,67,1,5,3,60,6
891,2,56,0,4,5,28,2
892,9,70,1,8,7,66,7
893,1,49,1,6,3,21,2
894,8,88,0,7,4,84,9
895,4,61,0,6,6,42,4
896,4,69,0,5,7,51,5
897,5,88,0,8,6,74,8
898,8,60,0,4,7,50,5
899,5,75,0,9,3,62,6
900,8,92,0,6,0,90,9
901,1,62,1,4,5,32,3
902,9,77,0,5,4,71,7
903,6,51,1,7,3,37,3
904,3,64,0,6,1,42,4
905,8,93,0,9,0,85,9
906,9,96,1,5,8,96,10
907,6,59,1,8,1,51,5
908,7,88,1,6,8,82,8
909,1,88,1,4,5,64,6
910,5,81,0,6,5,67,7
911,5,46,0,5,1,32,3
912,4,68,1,5,5,50,5
913,6,87,1,4,2,73,7
914,7,68,0,9,6,62,6
915,1,42,1,6,3,20,2
916,6,41,0,9,8,33,3
917,7,55,0,4,4,43,4
918,3,69,1,5,9,49,5
919,8,77,1,5,2,70,7
920,5,45,1,6,0,28,2
921,9,84,1,5,0,82,8
922,5,46,0,6,3,29,3
923,9,44,1,8,9,42,4
924,4,95,0,9,9,79,8
925,9,46,0,6,3,41,4
926,5,73,0,7,8,61,6
927,9,71,0,5,7,69,7
928,3,88,1,8,3,68,7
929,4,52,0,9,5,38,4
930,9,69,1,4,6,67,7
931,6,64,0,7,9,54,5
932,2,60,1,4,7,39,4
933,7,99,0,7,3,93,10
934,2,98,0,8,0,76,8
935,2,60,1,9,4,39,4
936,1,67,1,8,0,38,4
937,3,87,1,8,3,69,7
938,6,97,1,7,6,88,9
939,8,59,0,6,6,54,5
940,9,73,0,9,0,68,7
941,7,44,0,4,8,33,3
942,4,57,0,6,1,40,4
943,6,99,0,6,4,87,9
944,5,78,1,5,5,64,6
945,8,82,1,4,0,70,7
946,1,96,0,7,1,70,7
947,1,96,1,5,6,72,7
948,6,50,0,5,5,38,4
949,2,93,0,8,5,71,7
950,5,56,1,7,5,40,4
951,1,87,0,6,6,58,6
952,7,84,1,9,9,77,8
953,1,61,0,6,8,38,4
954,4,76,1,6,8,60,6
955,9,59,0,8,1,57,6
956,1,87,0,6,1,63,6
957,4,99,1,4,4,82,8
958,6,93,0,6,9,84,9
959,6,93,0,6,6,84,9
960,8,87,1,4,2,77,8
961,1,87,1,8,2,61,6
962,7,85,1,5,3,73,7
963,1,45,0,7,2,15,1
964,7,73,1,8,2,64,6
965,3,53,1,6,7,33,3
966,8,87,1,5,6,78,8
967,3,62,0,7,6,43,4
968,1,59,1,7,9,34,3
969,8,52,0,7,1,48,5
970,3,86,0,4,8,66,7
971,2,83,1,4,5,60,6
972,1,80,0,5,2,53,5
973,3,71,0,6,8,51,5
974,2,65,0,5,8,43,4
975,2,89,0,6,5,68,7
976,6,92,0,8,9,80,8
977,1,53,1,7,5,26,2
978,2,91,1,7,7,70,7
979,6,96,1,4,7,85,9
980,3,75,0,8,5,57,6
981,4,47,1,9,6,30,3
982,1,79,0,8,3,56,6
983,8,61,0,6,0,53,5
984,7,61,0,8,3,52,5
985,7,55,0,4,7,47,5
986,3,66,1,6,7,48,5
987,3,95,0,5,1,78,8
988,2,99,1,6,6,79,8
989,1,99,1,5,0,75,8
990,7,49,0,9,1,40,4
991,7,64,1,6,7,59,6
992,2,70,1,7,9,49,5
993,7,60,1,9,3,48,5
994,8,66,0,5,2,60,6
995,1,56,0,4,1,29,3
996,9,72,0,9,5,68,7
997,7,70,1,9,3,63,6
998,3,89,1,9,2,71,7
999,8,81,0,5,2,76,8
1000,7,65,0,5,9,57,6
1001,8,60,1,6,2,54,5
1002,6,75,0,7,7,61,6
1003,9,40,0,9,8,34,3
1004,5,43,1,6,8,32,3
1005,3,43,1,6,4,23,2
1006,3,65,0,7,0,44,4
1007,1,43,0,6,9,18,1
1008,8,88,0,7,4,82,8
1009,2,48,0,4,0,18,1
1010,3,69,1,7,8,52,5
1011,8,90,0,8,9,88,9
1012,8,84,0,7,7,78,8
1013,4,43,1,7,6,26,2
1014,4,44,1,8,1,26,2
1015,5,84,1,7,1,74,8
1016,6,62,1,5,3,52,5
1017,5,55,1,6,8,40,4
1018,7,61,1,6,8,54,5
1019,2,76,1,4,7,51,5
1020,7,47,0,4,4,35,3
1021,7,87,0,8,6,79,8
1022,1,72,1,5,8,45,4
1023,7,94,0,4,2,81,8
1024,5,99,0,6,3,87,9
1025,3,77,1,4,1,56,6
1026,3,82,1,4,8,65,7
1027,4,55,1,7,6,38,4
1028,2,44,1,4,5,17,1
1029,2,55,1,8,4,35,3
1030,1,46,0,6,6,20,2
1031,5,90,0,8,2,75,8
1032,4,40,1,8,4,26,2
1033,2,48,1,9,1,23,2
1034,3,57,0,5,4,38,4
1035,7,84,0,9,6,78,8
1036,7,97,0,9,9,91,9
1037,4,86,1,7,6,67,7
1038,5,42,1,8,8,31,3
1039,5,63,0,5,2,49,5
1040,6,67,1,6,7,57,6
1041,9,49,0,6,4,45,4
1042,2,48,1,5,6,22,2
1043,5,52,1,8,0,35,3
1044,3,87,0,8,0,65,7
1045,4,74,0,7,3,53,5
1046,6,93,1,7,4,79,8
1047,8,62,0,9,9,57,6
1048,1,86,1,6,2,58,6
1049,8,56,0,7,5,50,5
1050,7,85,0,5,2,75,8
1051,1,46,1,6,4,17,1
1052,2,91,1,8,0,70,7
1053,3,55,1,6,2,36,3
1054,1,92,0,4,6,61,6
1055,9,79,0,6,2,78,8
1056,8,75,1,7,4,71,7
1057,2,59,0,5,6,36,3
1058,9,63,1,8,1,63,6
1059,7,86,1,8,2,78,8
1060,9,44,1,7,3,39,4
1061,6,84,1,7,4,70,7
1062,6,45,1,7,8,34,3
1063,4,67,0,4,8,49,5
1064,2,98,0,5,3,71,7
1065,7,44,1,4,8,34,3
1066,5,88,0,7,3,77,8
1067,6,78,1,5,1,67,7
1068,2,77,0,7,9,52,5
1069,5,41,0,5,0,25,2
1070,4,82,1,8,6,68,7
1071,9,78,0,4,3,76,8
1072,6,93,1,9,7,85,9
1073,2,60,0,7,7,40,4
1074,1,79,1,7,7,56,6
1075,5,76,1,6,5,62,6
1076,9,98,1,9,8,99,10
1077,6,57,1,8,3,46,4
1078,7,93,1,7,4,86,9
1079,5,87,1,4,3,73,7
1080,6,85,0,8,4,74,8
1081,5,51,1,7,1,37,3
1082,9,56,0,4,4,50,5
1083,6,76,1,6,9,65,7
1084,8,85,0,6,7,79,8
1085,2,77,1,4,8,53,5
1086,9,54,1,8,6,55,5
1087,5,46,0,4,6,31,3
1088,7,53,1,9,5,47,5
1089,1,89,1,4,1,63,6
1090,5,40,1,6,9,27,2
1091,2,77,1,6,9,53,5
1092,6,42,0,6,8,33,3
1093,1,76,1,9,4,56,6
1094,3,83,0,7,5,65,7
1095,5,70,1,9,0,55,5
1096,4,82,1,7,4,67,7
1097,3,52,1,9,5,32,3
1098,5,87,1,5,9,73,7
1099,8,57,0,7,1,45,4
1100,4,56,1,8,6,43,4
1101,1,56,1,8,3,32,3
1102,7,50,1,6,4,42,4
1103,8,59,0,9,2,55,5
1104,3,49,0,4,4,28,2
1105,6,68,0,6,3,58,6
1106,2,87,0,4,9,67,7
1107,7,73,1,9,5,66,7
1108,8,56,1,6,1,46,4
1109,6,93,0,6,2,79,8
1110,6,91,1,8,9,83,9
1111,5,81,1,4,0,63,6
1112,8,52,0,5,6,45,4
1113,1,83,1,5,8,63,6
1114,4,86,0,6,1,70,7
1115,4,78,0,9,6,58,6
1116,3,66,0,6,2,50,5
1117,3,93,0,8,4,77,8
1118,4,92,0,4,5,75,8
1119,1,65,0,6,7,40,4
1120,2,67,1,9,3,43,4
1121,9,52,1,5,1,47,5
1122,2,51,1,4,2,22,2
1123,5,83,0,6,7,71,7
1124,9,67,0,4,6,63,6
1125,9,41,0,8,5,37,3
1126,8,76,1,5,4,72,7
1127,1,96,1,9,4,73,7
1128,1,96,0,4,0,72,7
1129,9,73,0,5,5,68,7
1130,8,62,0,6,8,59,6
1131,9,97,0,9,7,97,10
1132,7,91,0,9,9,83,9
1133,3,84,1,7,0,65,7
1134,3,68,0,4,5,47,5
1135,2,74,0,5,2,51,5
1136,5,50,0,4,5,32,3
1137,3,87,0,6,8,63,6
1138,6,72,1,6,5,60,6
1139,2,90,0,9,7,70,7
1140,3,50,0,9,5,32,3
1141,5,48,0,5,5,32,3
1142,1,53,1,8,6,29,3
1143,1,48,0,4,9,21,2
1144,9,78,1,4,3,74,8
1145,7,87,0,6,7,81,8
1146,1,42,0,4,3,11,1
1147,8,68,0,5,6,65,7
1148,3,58,0,7,0,37,3
1149,8,75,0,9,8,75,8
1150,5,71,0,6,9,61,6
1151,1,46,0,9,8,17,1
1152,7,94,0,9,6,87,9
1153,5,67,0,9,7,52,5
1154,6,83,1,7,1,71,7
1155,6,57,1,4,9,46,4
1156,8,99,1,8,9,99,10
1157,9,44,1,9,6,40,4
1158,2,62,0,5,0,42,4
1159,9,94,0,9,2,91,9
1160,9,61,1,9,5,57,6
1161,7,65,1,4,4,58,6
1162,1,81,1,5,4,55,5
1163,7,51,1,4,8,46,4
1164,5,79,0,9,5,64,6
1165,6,58,1,4,2,45,4
1166,7,86,0,4,1,78,8
1167,5,40,0,6,8,24,2
1168,7,42,0,7,9,36,3
1169,9,66,1,8,3,65,7
1170,3,57,1,7,4,35,3
1171,8,89,0,7,8,87,9
1172,2,69,1,5,4,45,4
1173,7,41,1,6,6,35,3
1174,2,44,0,6,1,18,1
1175,4,68,0,4,1,46,4
1176,7,72,1,7,3,63,6
1177,3,81,0,8,7,62,6
1178,2,59,1,5,1,35,3
1179,7,69,1,6,9,63,6
1180,1,81,0,4,6,58,6
1181,8,44,0,8,0,37,3
1182,3,89,1,7,8,74,8
1183,2,60,0,8,9,40,4
1184,3,97,1,6,5,78,8
1185,5,54,0,5,0,38,4
1186,8,59,1,7,9,55,5
1187,7,47,0,5,5,39,4
1188,7,88,1,9,4,84,9
1189,7,70,1,8,4,60,6
1190,8,51,0,8,4,47,5
1191,1,60,1,4,3,34,3
1192,4,69,1,7,6,54,5
1193,6,66,1,8,8,56,6
1194,9,83,1,6,3,82,8
1195,2,65,1,9,1,45,4
1196,1,72,0,6,1,45,4
1197,2,65,1,5,1,43,4
1198,7,65,1,9,6,57,6
1199,3,75,1,9,3,56,6
1200,2,79,0,6,3,56,6
1201,7,40,0,8,0,30,3
1202,2,98,1,6,3,75,8
1203,3,54,1,7,5,33,3
1204,7,89,0,5,1,80,8
1205,4,40,0,9,3,27,2
1206,1,50,1,7,6,26,2
1207,5,94,0,8,8,81,8
1208,9,41,1,8,1,41,4
1209,8,40,1,6,7,34,3
1210,9,70,1,4,5,68,7
1211,9,83,0,9,7,83,9
1212,7,55,1,9,1,44,4
1213,4,93,1,4,0,75,8
1214,5,61,0,8,6,52,5
1215,1,81,1,8,8,56,6
1216,1,57,1,9,8,37,3
1217,3,86,1,5,1,67,7
1218,8,56,0,9,3,50,5
1219,2,69,0,8,0,46,4
1220,4,49,1,8,6,31,3
1221,2,74,0,5,1,51,5
1222,5,97,1,7,3,82,8
1223,9,60,1,7,1,58,6
1224,1,55,0,5,0,31,3
1225,5,45,0,5,6,29,3
1226,9,42,1,7,5,40,4
1227,1,80,0,7,1,51,5
1228,9,82,0,7,3,79,8
1229,8,60,0,7,2,52,5
1230,4,52,1,9,2,36,3
1231,5,57,1,9,2,43,4
1232,5,97,0,6,3,81,8
1233,6,93,1,5,0,81,8
1234,7,99,1,4,0,84,9
1235,8,63,0,6,6,55,5
1236,8,66,1,4,4,64,6
1237,2,93,0,4,2,68,7
1238,9,43,1,8,8,41,4
1239,7,61,1,5,4,53,5
1240,4,63,0,9,9,50,5
1241,4,79,1,6,2,65,7
1242,8,84,0,5,8,78,8
1243,4,49,1,7,0,31,3
1244,6,41,1,5,8,30,3
1245,5,79,1,4,4,64,6
1246,3,45,0,9,5,26,2
1247,2,87,1,7,1,66,7
1248,9,57,1,5,7,55,5
1249,9,56,0,5,2,52,5
1250,1,77,0,9,0,57,6
1251,3,84,1,4,6,68,7
1252,8,62,0,7,2,57,6
1253,6,85,0,4,3,75,8
1254,5,69,0,9,4,54,5
1255,5,97,0,5,0,82,8
1256,6,60,1,6,8,51,5
1257,7,49,0,6,6,43,4
1258,1,95,1,8,1,68,7
1259,9,82,1,6,0,77,8
1260,3,52,1,9,1,33,3
1261,4,51,0,9,2,37,3
1262,1,48,0,9,2,23,2
1263,3,43,1,7,7,26,2
1264,2,78,1,8,4,56,6
1265,2,63,0,7,8,42,4
1266,1,93,0,6,2,65,7
1267,8,73,1,6,5,66,7
1268,3,78,0,5,3,57,6
1269,3,80,0,7,7,59,6
1270,6,44,1,4,0,28,2
1271,8,54,0,5,3,46,4
1272,9,89,0,7,6,84,9
1273,9,43,1,9,8,42,4
1274,4,90,0,8,0,73,7
1275,5,91,1,7,7,77,8
1276,2,97,0,8,1,74,8
1277,9,78,1,8,3,75,8
1278,8,97,0,6,3,94,10
1279,3,47,1,4,7,27,2
1280,9,88,0,7,1,89,9
1281,3,84,0,4,6,62,6
1282,9,63,0,8,2,59,6
1283,2,92,1,6,8,73,7
1284,9,67,0,4,4,57,6
1285,8,94,1,5,7,90,9
1286,9,82,0,8,4,80,8
1287,5,66,0,5,0,50,5
1288,2,40,0,9,8,18,1
1289,8,73,0,4,9,68,7
1290,6,56,0,4,6,39,4
1291,8,76,0,4,3,67,7
1292,5,77,1,9,6,69,7
1293,2,65,1,7,4,43,4
1294,6,96,0,8,9,84,9
1295,5,63,0,8,8,50,5
1296,5,78,0,8,1,65,7
1297,1,99,0,7,3,74,8
1298,2,60,0,4,5,35,3
1299,8,69,1,4,4,61,6
1300,3,86,0,9,0,64,6
1301,3,90,0,5,8,66,7
1302,8,87,1,7,8,81,8
1303,8,96,1,6,2,93,10
1304,2,52,1,7,3,28,2
1305,8,76,0,9,3,71,7
1306,1,42,0,5,9,13,1
1307,6,71,0,5,7,59,6
1308,8,74,0,5,5,67,7
1309,3,58,0,4,1,35,3
1310,8,53,1,6,3,46,4
1311,1,87,0,5,0,59,6
1312,9,61,0,8,2,57,6
1313,9,56,0,4,3,51,5
1314,5,98,1,6,7,80,8
1315,4,43,0,8,2,22,2
1316,6,84,0,6,4,71,7
1317,7,79,0,9,0,73,7
1318,5,58,0,6,3,40,4
1319,9,76,1,8,1,75,8
1320,3,41,1,7,3,24,2
1321,7,54,1,6,4,45,4
1322,5,41,0,7,2,25,2
1323,7,50,1,6,5,42,4
1324,2,84,1,9,1,63,6
1325,4,62,0,8,4,44,4
1326,2,49,0,6,3,26,2
1327,7,42,1,5,4,31,3
1328,2,44,1,9,8,26,2
1329,1,42,1,5,5,15,1
1330,9,77,1,9,6,77,8
1331,1,52,0,9,7,31,3
1332,8,81,0,6,8,75,8
1333,2,58,1,8,4,34,3
1334,8,79,1,8,7,74,8
1335,3,89,1,4,1,68,7
1336,6,74,0,8,9,64,6
1337,3,63,0,7,8,43,4
1338,7,63,0,6,1,54,5
1339,9,56,1,5,4,53,5
1340,2,79,0,8,5,56,6
1341,5,49,1,5,3,34,3
1342,6,41,1,4,7,27,2
1343,4,83,0,6,9,66,7
1344,4,62,1,8,2,41,4
1345,4,45,0,5,4,25,2
1346,2,41,0,9,1,20,2
1347,4,60,1,8,2,45,4
1348,1,94,1,4,7,70,7
1349,6,95,0,9,4,86,9
1350,1,74,0,5,2,46,4
1351,6,88,0,5,4,73,7
1352,1,68,0,6,8,42,4
1353,6,46,0,6,2,27,2
1354,8,68,0,5,9,64,6
1355,2,92,0,9,6,71,7
1356,2,76,1,6,7,56,6
1357,4,62,0,5,4,43,4
1358,3,72,1,9,2,50,5
1359,4,47,1,7,5,31,3
1360,7,51,0,8,2,42,4
1361,1,85,0,7,8,60,6
1362,6,87,0,7,1,76,8
1363,3,49,0,8,2,28,2
1364,7,54,0,5,6,45,4
1365,2,92,1,5,9,71,7
1366,2,63,1,6,7,44,4
1367,4,65,0,4,4,48,5
1368,1,86,0,5,4,57,6
1369,3,81,0,8,4,61,6
1370,9,92,0,4,3,86,9
1371,7,99,1,8,8,95,10
1372,7,78,1,8,5,70,7
1373,4,97,1,8,7,81,8
1374,2,42,0,4,7,18,1
1375,4,41,0,7,4,24,2
1376,6,45,0,9,8,32,3
1377,3,60,1,8,1,40,4
1378,1,48,1,6,7,25,2
1379,8,49,1,5,2,41,4
1380,5,75,0,9,6,66,7
1381,5,98,1,5,8,83,9
1382,4,42,0,5,4,22,2
1383,6,80,1,4,7,70,7
1384,3,63,0,6,3,42,4
1385,9,61,0,6,0,56,6
1386,5,88,0,9,0,72,7
1387,3,53,0,6,5,31,3
1388,1,81,1,6,7,60,6
1389,6,84,1,6,9,74,8
1390,2,83,1,9,1,62,6
1391,3,66,0,7,3,44,4
1392,1,72,1,6,2,46,4
1393,9,99,0,6,8,96,10
1394,8,61,1,4,2,51,5
1395,2,68,1,4,7,43,4
1396,8,58,0,6,6,51,5
1397,9,58,0,7,0,58,6
1398,1,45,0,6,7,23,2
1399,5,84,1,6,8,67,7
1400,8,58,0,6,7,50,5
1401,2,52,1,8,9,31,3
1402,4,98,1,7,9,83,9
1403,7,65,1,5,0,55,5
1404,3,61,0,6,6,44,4
1405,5,60,1,5,8,45,4
1406,8,75,0,7,4,73,7
1407,3,95,0,6,1,76,8
1408,4,41,1,5,7,23,2
1409,9,86,1,9,8,84,9
1410,7,83,1,5,6,73,7
1411,1,69,1,7,4,48,5
1412,4,66,0,6,7,50,5
1413,4,46,0,8,5,30,3
1414,9,59,0,7,3,51,5
1415,6,89,0,8,0,76,8
1416,9,70,0,6,5,66,7
1417,6,62,0,5,7,50,5
1418,6,52,0,9,2,40,4
1419,5,56,0,9,6,42,4
1420,5,43,0,7,6,29,3
1421,2,96,1,7,8,77,8
1422,8,53,1,7,0,45,4
1423,8,59,0,4,4,49,5
1424,1,99,0,9,7,74,8
1425,8,52,1,9,2,45,4
1426,5,42,1,6,4,27,2
1427,2,65,1,4,0,44,4
1428,2,65,0,7,8,42,4
1429,6,57,1,7,3,43,4
1430,9,71,1,8,4,68,7
1431,1,53,1,4,2,29,3
1432,6,86,1,5,1,73,7
1433,9,42,1,9,6,39,4
1434,8,40,0,6,4,30,3
1435,6,65,1,5,9,53,5
1436,3,63,0,5,2,38,4
1437,8,88,1,6,1,82,8
1438,9,74,1,7,9,72,7
1439,1,53,1,9,5,24,2
1440,9,42,1,8,9,44,4
1441,6,52,1,7,5,45,4
1442,6,86,0,7,2,75,8
1443,4,89,0,4,8,75,8
1444,1,53,0,5,0,26,2
1445,8,60,0,5,2,49,5
1446,2,65,0,9,0,42,4
1447,1,42,0,5,6,14,1
1448,2,90,0,8,1,64,6
1449,1,79,1,8,3,54,5
1450,1,43,0,8,3,16,1
1451,9,75,1,6,7,73,7
1452,1,90,1,9,3,67,7
1453,4,82,0,8,2,69,7
1454,6,40,1,4,9,28,2
1455,7,79,1,4,2,67,7
1456,2,86,0,7,4,62,6
1457,6,72,1,7,5,60,6
1458,7,46,0,9,6,43,4
1459,2,92,1,7,4,70,7
1460,2,91,0,7,6,70,7
1461,7,91,1,4,3,84,9
1462,1,95,0,7,4,72,7
1463,8,50,1,4,5,44,4
1464,3,66,0,8,8,46,4
1465,6,53,1,8,5,41,4
1466,9,61,1,9,9,58,6
1467,6,55,0,6,0,44,4
1468,9,85,1,7,6,89,9
1469,7,51,0,8,2,45,4
1470,9,88,1,8,5,87,9
1471,2,85,1,9,1,61,6
1472,8,49,0,5,6,41,4
1473,8,63,1,5,0,57,6
1474,2,85,0,9,1,62,6
1475,4,57,1,4,8,39,4
1476,4,48,1,9,6,33,3
1477,4,56,1,5,1,42,4
1478,6,77,0,6,4,70,7
1479,6,79,0,8,3,67,7
1480,3,97,1,9,1,80,8
1481,9,52,1,4,1,44,4
1482,2,89,0,6,9,69,7
1483,6,76,1,5,7,66,7
1484,7,45,0,8,4,35,3
1485,9,60,1,9,7,61,6
1486,3,90,1,7,1,68,7
1487,3,75,0,8,1,55,5
1488,7,46,1,5,2,36,3
1489,4,75,0,9,9,56,6
1490,8,64,0,5,7,58,6
1491,7,50,0,7,7,40,4
1492,5,83,0,8,2,68,7
1493,7,53,0,6,0,43,4
1494,3,84,0,6,6,61,6
1495,2,68,1,8,3,45,4
1496,6,49,0,6,2,36,3
1497,2,89,0,9,4,67,7
1498,3,87,1,8,5,67,7
1499,6,44,0,8,0,29,3
1500,5,47,1,5,8,31,3
1501,8,85,0,4,5,74,8
1502,9,44,0,5,2,37,3
1503,3,97,0,6,0,79,8
1504,3,99,1,4,8,76,8
1505,3,63,1,8,1,45,4
1506,6,79,0,6,9,65,7
1507,1,96,0,7,5,72,7
1508,7,65,1,6,5,62,6
1509,1,45,1,4,2,19,1
1510,5,55,1,4,5,39,4
1511,8,99,0,8,1,93,10
1512,4,75,1,9,7,62,6
1513,5,51,1,7,0,37,3
1514,4,50,1,8,5,34,3
1515,4,42,1,7,0,23,2
1516,8,83,1,7,8,79,8
1517,2,76,1,8,8,51,5
1518,1,45,1,6,5,18,1
1519,3,58,0,5,5,41,4
1520,9,57,1,7,8,57,6
1521,4,55,0,4,4,36,3
1522,5,62,0,8,8,47,5
1523,2,82,1,9,4,65,7
1524,4,76,0,6,3,57,6
1525,2,48,0,7,1,22,2
1526,2,42,1,9,1,20,2
1527,4,47,0,6,0,27,2
1528,6,77,1,8,9,64,6
1529,7,43,1,9,2,32,3
1530,3,51,1,4,0,29,3
1531,3,83,1,7,5,62,6
1532,6,70,1,7,6,56,6
1533,3,64,1,9,8,43,4
1534,2,92,1,6,6,70,7
1535,8,55,0,8,3,49,5
1536,5,81,1,5,3,68,7
1537,1,93,0,7,7,66,7
1538,3,53,1,4,3,31,3
1539,8,52,1,7,0,44,4
1540,4,80,1,7,8,65,7
1541,7,46,0,5,2,36,3
1542,2,51,0,5,0,27,2
1543,7,76,0,8,8,71,7
1544,5,89,0,7,9,76,8
1545,5,43,0,7,9,31,3
1546,6,41,0,6,4,26,2
1547,9,74,1,6,8,69,7
1548,6,97,1,9,2,90,9
1549,8,83,0,9,5,79,8
1550,7,42,0,4,6,33,3
1551,9,43,0,4,4,40,4
1552,4,77,0,6,7,58,6
1553,2,51,0,9,9,28,2
1554,7,58,1,4,5,50,5
1555,6,49,1,7,5,37,3
1556,1,40,1,9,6,15,1
1557,9,56,1,5,7,50,5
1558,9,55,1,9,1,55,5
1559,2,48,1,7,6,25,2
1560,3,96,1,6,8,79,8
1561,5,92,1,8,0,79,8
1562,5,48,0,8,0,36,3
1563,1,98,0,6,6,69,7
1564,8,94,1,7,4,83,9
1565,8,48,1,4,0,44,4
1566,4,51,1,9,0,36,3
1567,7,94,0,9,1,84,9
1568,3,80,0,4,9,58,6
1569,6,54,1,8,8,44,4
1570,9,41,0,6,2,36,3
1571,1,50,1,6,8,23,2
1572,5,50,1,5,5,33,3
1573,4,47,1,8,9,31,3
1574,8,94,1,6,5,90,9
1575,1,71,1,5,6,45,4
1576,9,45,0,4,9,40,4
1577,6,92,1,8,7,81,8
1578,4,59,1,8,2,47,5
1579,9,78,1,6,7,75,8
1580,5,74,1,6,5,61,6
1581,5,47,0,7,5,37,3
1582,5,89,1,4,2,75,8
1583,1,88,1,4,5,63,6
1584,1,82,0,9,7,61,6
1585,8,73,1,5,6,70,7
1586,8,96,1,5,9,91,9
1587,6,92,1,7,9,80,8
1588,4,98,1,9,6,83,9
1589,2,95,0,4,2,72,7
1590,2,58,1,5,9,35,3
1591,9,46,1,4,2,41,4
1592,5,70,0,4,4,57,6
1593,4,57,1,9,4,43,4
1594,1,79,1,5,8,55,5
1595,7,53,0,6,8,42,4
1596,3,78,1,6,9,59,6
1597,6,99,0,9,4,90,9
1598,5,92,1,5,4,79,8
1599,5,98,1,8,7,87,9
1600,1,75,1,9,5,50,5
1601,1,56,0,4,5,33,3
1602,3,76,1,9,8,58,6
1603,4,83,0,8,0,68,7
1604,5,48,0,9,3,33,3
1605,2,97,0,5,9,73,7
1606,8,59,0,4,9,50,5
1607,2,84,1,8,1,59,6
1608,9,96,0,6,8,93,10
1609,2,67,1,7,2,47,5
1610,9,89,1,9,9,89,9
1611,7,59,0,9,1,47,5
1612,8,80,0,8,7,77,8
1613,2,75,1,7,3,53,5
1614,7,92,0,9,1,87,9
1615,6,66,1,6,3,53,5
1616,4,47,0,8,6,28,2
1617,7,71,1,5,6,66,7
1618,4,40,1,4,0,23,2
1619,2,56,0,6,0,28,2
1620,7,96,1,7,2,89,9
1621,8,48,1,7,1,38,4
1622,2,59,0,6,2,37,3
1623,5,84,0,5,3,66,7
1624,1,71,0,9,6,44,4
1625,7,41,0,5,1,33,3
1626,8,71,0,9,6,67,7
1627,6,84,1,9,4,76,8
1628,5,48,1,7,7,33,3
1629,6,69,0,9,7,59,6
1630,2,59,1,6,4,39,4
1631,1,77,1,9,9,55,5
1632,7,99,1,6,7,96,10
1633,7,40,1,4,8,30,3
1634,2,99,1,7,6,80,8
1635,2,96,0,5,5,75,8
1636,1,44,0,8,6,19,1
1637,8,74,1,5,6,71,7
1638,8,75,1,5,2,67,7
1639,1,40,0,8,5,16,1
1640,8,53,0,7,5,45,4
1641,9,48,0,9,8,44,4
1642,4,69,0,4,0,50,5
1643,1,63,1,5,6,37,3
1644,1,43,0,9,0,15,1
1645,3,89,0,5,9,71,7
1646,5,53,1,7,3,42,4
1647,5,64,0,7,6,49,5
1648,9,43,0,6,5,41,4
1649,2,64,0,7,5,40,4
1650,2,49,0,7,4,25,2
1651,6,74,0,5,6,62,6
1652,9,94,1,4,8,93,10
1653,1,46,1,5,5,19,1
1654,9,81,1,9,9,77,8
1655,9,52,1,7,6,52,5
1656,9,43,1,6,8,41,4
1657,5,89,0,4,6,69,7
1658,9,82,0,6,5,82,8
1659,4,96,0,8,2,82,8
1660,2,75,0,6,0,49,5
1661,6,95,0,6,9,82,8
1662,4,53,0,9,8,40,4
1663,6,57,0,7,6,48,5
1664,3,47,0,9,2,28,2
1665,6,71,0,7,9,60,6
1666,2,66,0,9,8,43,4
1667,2,81,0,7,2,59,6
1668,9,76,0,7,2,71,7
1669,7,62,0,7,6,52,5
1670,3,46,1,6,1,27,2
1671,1,51,0,8,9,28,2
1672,8,64,1,7,6,62,6
1673,6,42,0,8,6,27,2
1674,7,65,0,8,0,55,5
1675,9,43,0,5,9,39,4
1676,5,81,1,5,1,66,7
1677,1,75,1,4,4,46,4
1678,7,54,0,9,3,47,5
1679,5,71,0,5,2,59,6
1680,3,68,0,7,9,46,4
1681,9,49,0,8,7,47,5
1682,1,60,1,9,6,39,4
1683,1,93,1,4,8,67,7
1684,1,55,0,5,2,26,2
1685,3,86,1,6,9,68,7
1686,6,58,1,9,0,49,5
1687,3,68,0,4,8,45,4
1688,8,91,0,7,8,88,9
1689,2,90,0,9,0,67,7
1690,9,57,1,8,7,54,5
1691,3,97,0,7,9,75,8
1692,5,83,1,7,0,67,7
1693,8,96,0,9,5,91,9
