Unnamed: 0,Hours Studied,Previous Scores,Extracurricular Activities,Sleep Hours,Sample Question Papers Practiced,Performance Index,Performance_bin,Language Spoken
649,2,80,1,5,0,56,6,Bhili
650,6,43,0,9,6,30,3,Telugu
651,5,75,1,6,7,60,6,Gujarati
652,2,87,0,9,2,64,6,Santali
653,3,95,1,5,1,74,8,Khasi
654,9,56,1,7,3,52,5,Marathi
655,7,86,1,9,1,84,9,Maithili
656,7,75,0,8,1,66,7,Marathi
657,6,45,0,7,4,32,3,Tamil
658,8,55,1,5,9,47,5,Gujarati
659,4,68,0,4,4,51,5,Kannada
660,8,75,0,9,7,67,7,Maithili
661,4,77,0,7,8,57,6,Punjabi
662,8,76,1,9,1,71,7,English
663,9,87,1,8,0,86,9,Malayalam
664,3,96,0,9,2,77,8,Mizo
665,3,87,1,7,5,72,7,Nepali
666,2,49,0,6,4,24,2,Manipuri
667,3,80,0,7,7,60,6,Sindhi
668,3,75,1,5,7,55,5,Gujarati
669,5,68,1,7,1,54,5,Telugu
670,5,53,0,8,8,39,4,Telugu
671,2,43,0,7,3,19,1,Mizo
672,6,83,0,7,0,68,7,Mizo
673,5,95,1,8,1,83,9,Malayalam
674,6,81,1,7,5,72,7,Meitei
675,1,75,0,8,4,49,5,Tulu
676,5,89,0,5,6,74,8,Meitei
677,9,84,1,8,8,86,9,Assamese
678,2,52,0,5,5,26,2,Dogri
679,1,85,1,5,5,60,6,Malayalam
680,9,57,1,8,1,54,5,Bodo
681,9,72,0,7,6,73,7,Bengali
682,9,60,0,9,1,61,6,Bodo
683,6,55,1,6,6,45,4,Chhattisgarhi
684,8,54,0,9,7,57,6,Bodo
685,1,93,1,8,0,68,7,Kashmiri
686,4,96,1,7,8,72,7,Konkani
687,1,44,1,5,7,17,1,Bengali
688,8,45,0,4,8,37,3,Santali
689,1,77,0,6,4,54,5,Bodo
690,3,42,0,9,3,22,2,Bodo
691,4,87,1,7,0,73,7,English
692,8,51,1,6,8,47,5,Bodo
693,6,75,1,4,3,63,6,Urdu
694,7,72,1,4,3,63,6,Mizo
695,8,75,0,4,3,68,7,Meitei
696,2,72,0,9,1,52,5,Nepali
697,8,70,0,8,3,64,6,Malayalam
698,3,60,1,6,1,38,4,Sanskrit
699,7,66,1,8,7,60,6,Dogri
700,3,66,0,4,6,45,4,Chhattisgarhi
701,7,47,1,7,9,39,4,Marathi
702,2,95,0,4,1,75,8,Telugu
703,6,76,1,8,1,67,7,Urdu
704,3,71,1,4,1,48,5,Santali
705,3,65,1,4,0,44,4,Telugu
706,9,41,1,8,5,37,3,Dogri
707,7,51,1,8,5,41,4,Chhattisgarhi
708,5,61,0,7,0,47,5,Mizo
709,7,56,0,8,0,45,4,Meitei
710,9,46,0,7,5,43,4,Maithili
711,1,82,1,5,5,54,5,Maithili
712,7,43,0,5,3,32,3,Telugu
713,6,76,0,8,2,64,6,Santali
714,9,77,1,4,8,74,8,Tulu
715,1,71,1,6,5,50,5,Garo
716,4,50,0,4,0,33,3,Tulu
717,9,40,0,8,2,36,3,Mizo
718,4,64,0,7,0,45,4,Konkani
719,3,81,0,4,2,58,6,Mizo
720,9,91,0,5,1,85,9,Dogri
721,2,63,1,9,4,41,4,Gujarati
722,4,92,0,8,2,78,8,English
723,6,82,0,4,6,63,6,English
724,2,95,0,9,7,76,8,English
725,8,56,0,4,6,51,5,English
726,8,47,0,7,1,36,3,Bodo
727,1,98,0,7,9,74,8,Meitei
728,3,84,1,7,9,65,7,Sanskrit
729,9,66,1,9,6,65,7,Chhattisgarhi
730,5,91,1,6,9,79,8,Odia
731,6,57,0,9,2,46,4,Manipuri
732,4,66,0,8,6,47,5,Malayalam
733,2,61,1,8,0,42,4,Punjabi
734,8,55,0,5,1,46,4,Tamil
735,6,41,0,5,9,34,3,Bhili
736,5,44,0,8,0,27,2,Khasi
737,9,57,1,4,8,52,5,Punjabi
738,1,42,1,8,1,17,1,Hindi
739,5,66,1,6,1,53,5,Maithili
740,6,93,0,5,5,84,9,Dogri
741,5,56,1,5,6,39,4,Bodo
742,6,55,1,9,1,44,4,Garo
743,6,45,1,5,3,36,3,Kashmiri
744,7,90,0,8,2,81,8,Nepali
745,4,46,1,5,4,30,3,Sanskrit
746,8,89,1,5,8,80,8,Chhattisgarhi
747,7,53,0,9,1,41,4,Odia
748,9,77,1,8,4,77,8,Odia
749,7,79,0,4,7,69,7,Telugu
750,3,54,0,5,5,34,3,Nepali
751,3,86,1,5,3,64,6,Chhattisgarhi
752,8,86,1,5,9,78,8,Konkani
753,5,87,1,6,7,74,8,Punjabi
754,4,72,0,8,2,52,5,Tamil
755,8,82,1,5,3,76,8,Maithili
756,6,66,1,6,8,53,5,Assamese
757,2,68,1,4,4,46,4,Kashmiri
758,4,96,0,4,5,77,8,Urdu
759,4,76,0,9,1,59,6,English
760,6,44,0,9,8,35,3,Marathi
761,6,68,1,9,7,61,6,Assamese
762,1,71,1,6,6,46,4,Garo
763,8,99,0,4,8,97,10,Tamil
764,6,92,1,9,4,86,9,Sindhi
765,3,45,1,7,4,24,2,Tamil
766,9,41,0,9,8,37,3,Konkani
767,2,45,0,4,4,18,1,Assamese
768,8,85,0,7,8,84,9,Nepali
769,3,82,1,6,0,59,6,Assamese
770,5,43,1,7,9,29,3,Maithili
771,6,95,1,4,9,84,9,Punjabi
772,6,68,0,5,7,60,6,Santhali
773,4,98,0,7,2,78,8,English
774,3,64,1,4,7,46,4,Sindhi
775,4,48,0,9,4,31,3,Maithili
776,1,95,0,5,1,68,7,Telugu
777,4,42,1,6,8,25,2,Odia
778,1,65,0,6,3,37,3,Bodo
779,1,87,1,8,6,62,6,Hindi
780,6,82,0,6,7,69,7,Maithili
781,5,66,1,8,6,50,5,Odia
782,4,75,0,6,5,55,5,Garo
783,3,71,1,6,6,54,5,Bodo
784,1,40,0,6,3,12,1,Chhattisgarhi
785,6,96,0,8,9,88,9,Chhattisgarhi
786,2,92,0,9,0,69,7,Mizo
787,8,93,0,8,4,88,9,Assamese
788,5,55,0,7,7,41,4,Punjabi
789,7,90,1,4,9,83,9,Khasi
790,2,87,1,4,5,62,6,Sindhi
791,8,50,1,9,4,45,4,Sanskrit
792,2,65,0,4,1,42,4,Hindi
793,4,79,1,6,9,65,7,Konkani
794,1,94,0,9,4,73,7,Meitei
795,5,40,0,4,9,23,2,Meitei
796,9,65,1,8,2,61,6,Santali
797,1,67,1,7,1,41,4,Meitei
798,9,92,0,5,2,85,9,Bhili
799,8,97,0,7,3,93,10,Manipuri
800,6,48,1,4,1,35,3,Odia
801,7,99,1,9,3,92,10,Bodo
802,3,98,0,4,3,79,8,Kashmiri
803,1,83,0,8,5,57,6,Gujarati
804,5,61,1,7,4,49,5,Manipuri
805,2,47,0,8,6,28,2,Odia
806,5,97,0,8,6,85,9,Santhali
807,8,88,1,5,2,82,8,Kannada
808,9,81,1,8,8,80,8,Telugu
809,2,66,0,8,6,41,4,Hindi
810,3,78,0,5,6,57,6,Santali
811,3,58,1,6,1,41,4,Kannada
812,1,64,0,6,9,43,4,Gujarati
813,8,77,1,9,2,73,7,Manipuri
814,6,60,0,5,2,46,4,Manipuri
815,8,63,1,9,5,61,6,Maithili
816,9,63,0,9,3,61,6,Kashmiri
817,5,99,0,8,3,87,9,Hindi
818,3,99,0,9,0,78,8,Bodo
819,5,58,1,4,5,43,4,Konkani
820,5,89,1,7,7,75,8,Hindi
821,5,86,1,4,7,72,7,Sanskrit
822,3,41,0,4,7,18,1,Konkani
823,4,53,0,8,4,36,3,Kannada
824,9,92,1,7,9,92,10,Kannada
825,9,71,1,9,5,71,7,Garo
826,2,81,0,7,4,58,6,Khasi
827,8,71,0,9,3,69,7,Khasi
828,8,67,0,6,3,58,6,Bodo
829,7,87,0,5,3,74,8,Nepali
830,8,78,1,8,3,72,7,Tulu
831,3,79,1,9,5,61,6,Tamil
832,6,81,0,9,5,74,8,Sanskrit
833,1,86,0,7,4,60,6,Punjabi
834,7,79,0,8,8,70,7,Hindi
835,1,52,1,9,7,27,2,English
836,9,51,1,6,9,49,5,Marathi
837,1,47,0,4,5,17,1,Telugu
838,1,54,0,9,8,34,3,Maithili
839,7,65,0,7,4,51,5,Khasi
840,2,51,0,6,9,27,2,Telugu
841,5,82,0,8,3,67,7,Bengali
842,8,90,0,9,5,84,9,Sindhi
843,8,85,1,6,3,81,8,Malayalam
844,3,66,1,6,7,45,4,Marathi
845,7,57,1,6,6,50,5,Bodo
846,3,84,0,6,4,67,7,Kannada
847,6,75,0,6,9,67,7,Garo
848,6,88,0,6,5,77,8,Urdu
849,3,90,1,5,6,70,7,Assamese
850,7,66,0,8,1,59,6,Tulu
851,3,48,1,4,8,27,2,English
852,8,94,0,8,6,88,9,Maithili
853,4,78,0,7,7,60,6,Bodo
854,1,40,0,7,4,14,1,Konkani
855,4,46,1,8,2,27,2,Gujarati
856,7,65,1,6,1,54,5,Meitei
857,4,46,1,5,1,32,3,Malayalam
858,6,91,0,4,2,79,8,Bodo
859,9,46,1,9,0,44,4,English
860,1,47,0,9,0,20,2,Bodo
861,5,55,0,6,6,42,4,Manipuri
862,7,42,1,8,9,33,3,Assamese
863,1,84,1,9,7,58,6,Sanskrit
864,4,49,0,8,5,31,3,Santali
865,6,89,0,5,6,75,8,Garo
866,2,46,0,5,0,22,2,English
867,5,60,0,8,0,46,4,Assamese
868,1,92,1,6,8,68,7,Hindi
869,6,76,1,6,4,66,7,Gujarati
870,6,70,1,6,6,60,6,English
871,4,62,0,9,5,44,4,Maithili
872,8,96,0,4,3,90,9,Malayalam
873,4,66,0,4,0,47,5,Kannada
874,8,95,1,6,3,88,9,Bhili
875,8,61,0,8,9,56,6,Hindi
876,5,78,0,5,9,66,7,Manipuri
877,4,96,1,7,7,78,8,Tulu
878,2,66,1,5,0,43,4,English
879,3,93,0,5,1,72,7,Assamese
880,3,88,1,7,7,69,7,Nepali
881,4,43,0,6,1,24,2,Malayalam
882,4,63,1,5,9,47,5,Tulu
883,5,62,0,7,8,45,4,Kannada
884,4,87,1,9,2,72,7,Konkani
885,8,58,1,8,2,51,5,English
886,6,81,1,8,5,73,7,Manipuri
887,6,42,1,8,2,28,2,Punjabi
888,8,66,0,6,8,56,6,Bodo
889,7,42,0,5,7,29,3,Urdu
890,8,67,1,5,3,60,6,English
891,2,56,0,4,5,28,2,Gujarati
892,9,70,1,8,7,66,7,Tamil
893,1,49,1,6,3,21,2,Dogri
894,8,88,0,7,4,84,9,Bodo
895,4,61,0,6,6,42,4,Kashmiri
896,4,69,0,5,7,51,5,Bhili
897,5,88,0,8,6,74,8,Urdu
898,8,60,0,4,7,50,5,Kashmiri
899,5,75,0,9,3,62,6,Sanskrit
900,8,92,0,6,0,90,9,Telugu
901,1,62,1,4,5,32,3,Kashmiri
902,9,77,0,5,4,71,7,Malayalam
903,6,51,1,7,3,37,3,Bodo
904,3,64,0,6,1,42,4,Sindhi
905,8,93,0,9,0,85,9,Urdu
906,9,96,1,5,8,96,10,Sanskrit
907,6,59,1,8,1,51,5,Malayalam
908,7,88,1,6,8,82,8,Sanskrit
909,1,88,1,4,5,64,6,Dogri
910,5,81,0,6,5,67,7,Tamil
911,5,46,0,5,1,32,3,Bhili
912,4,68,1,5,5,50,5,Garo
913,6,87,1,4,2,73,7,Meitei
914,7,68,0,9,6,62,6,Telugu
915,1,42,1,6,3,20,2,Bengali
916,6,41,0,9,8,33,3,Odia
917,7,55,0,4,4,43,4,Santhali
918,3,69,1,5,9,49,5,Assamese
919,8,77,1,5,2,70,7,Santali
920,5,45,1,6,0,28,2,Odia
921,9,84,1,5,0,82,8,Mizo
922,5,46,0,6,3,29,3,Hindi
923,9,44,1,8,9,42,4,Kashmiri
924,4,95,0,9,9,79,8,Chhattisgarhi
925,9,46,0,6,3,41,4,Telugu
926,5,73,0,7,8,61,6,Malayalam
927,9,71,0,5,7,69,7,Khasi
928,3,88,1,8,3,68,7,Bhili
929,4,52,0,9,5,38,4,Dogri
930,9,69,1,4,6,67,7,Kannada
931,6,64,0,7,9,54,5,Malayalam
932,2,60,1,4,7,39,4,Urdu
933,7,99,0,7,3,93,10,Chhattisgarhi
934,2,98,0,8,0,76,8,Telugu
935,2,60,1,9,4,39,4,Urdu
936,1,67,1,8,0,38,4,Khasi
937,3,87,1,8,3,69,7,Tamil
938,6,97,1,7,6,88,9,Garo
939,8,59,0,6,6,54,5,Sanskrit
940,9,73,0,9,0,68,7,English
941,7,44,0,4,8,33,3,Dogri
942,4,57,0,6,1,40,4,Bodo
943,6,99,0,6,4,87,9,English
944,5,78,1,5,5,64,6,Konkani
945,8,82,1,4,0,70,7,Sanskrit
946,1,96,0,7,1,70,7,Punjabi
947,1,96,1,5,6,72,7,Marathi
948,6,50,0,5,5,38,4,Khasi
949,2,93,0,8,5,71,7,Tamil
950,5,56,1,7,5,40,4,Sanskrit
951,1,87,0,6,6,58,6,Tulu
952,7,84,1,9,9,77,8,Gujarati
953,1,61,0,6,8,38,4,Santhali
954,4,76,1,6,8,60,6,Malayalam
955,9,59,0,8,1,57,6,Bodo
956,1,87,0,6,1,63,6,Kashmiri
957,4,99,1,4,4,82,8,Kashmiri
958,6,93,0,6,9,84,9,Bengali
959,6,93,0,6,6,84,9,Marathi
960,8,87,1,4,2,77,8,Garo
961,1,87,1,8,2,61,6,Nepali
962,7,85,1,5,3,73,7,Chhattisgarhi
963,1,45,0,7,2,15,1,Bodo
964,7,73,1,8,2,64,6,Urdu
965,3,53,1,6,7,33,3,Marathi
966,8,87,1,5,6,78,8,Chhattisgarhi
967,3,62,0,7,6,43,4,Mizo
968,1,59,1,7,9,34,3,Santhali
969,8,52,0,7,1,48,5,Tamil
970,3,86,0,4,8,66,7,Urdu
971,2,83,1,4,5,60,6,Santali
972,1,80,0,5,2,53,5,Malayalam
973,3,71,0,6,8,51,5,Santali
974,2,65,0,5,8,43,4,Bodo
975,2,89,0,6,5,68,7,Odia
976,6,92,0,8,9,80,8,Assamese
977,1,53,1,7,5,26,2,English
978,2,91,1,7,7,70,7,Garo
979,6,96,1,4,7,85,9,Garo
980,3,75,0,8,5,57,6,Bhili
981,4,47,1,9,6,30,3,Gujarati
982,1,79,0,8,3,56,6,Bengali
983,8,61,0,6,0,53,5,Meitei
984,7,61,0,8,3,52,5,Santali
985,7,55,0,4,7,47,5,Sindhi
986,3,66,1,6,7,48,5,Sanskrit
987,3,95,0,5,1,78,8,Konkani
988,2,99,1,6,6,79,8,Kannada
989,1,99,1,5,0,75,8,Kashmiri
990,7,49,0,9,1,40,4,Meitei
991,7,64,1,6,7,59,6,Tulu
992,2,70,1,7,9,49,5,Odia
993,7,60,1,9,3,48,5,Punjabi
994,8,66,0,5,2,60,6,Bodo
995,1,56,0,4,1,29,3,Tamil
996,9,72,0,9,5,68,7,Chhattisgarhi
997,7,70,1,9,3,63,6,Santhali
998,3,89,1,9,2,71,7,Nepali
999,8,81,0,5,2,76,8,Assamese
1000,7,65,0,5,9,57,6,Telugu
1001,8,60,1,6,2,54,5,Khasi
1002,6,75,0,7,7,61,6,Konkani
1003,9,40,0,9,8,34,3,Dogri
1004,5,43,1,6,8,32,3,Sindhi
1005,3,43,1,6,4,23,2,Khasi
1006,3,65,0,7,0,44,4,Konkani
1007,1,43,0,6,9,18,1,Konkani
1008,8,88,0,7,4,82,8,Santhali
1009,2,48,0,4,0,18,1,Punjabi
1010,3,69,1,7,8,52,5,Kashmiri
1011,8,90,0,8,9,88,9,Marathi
1012,8,84,0,7,7,78,8,English
1013,4,43,1,7,6,26,2,Kashmiri
1014,4,44,1,8,1,26,2,Mizo
1015,5,84,1,7,1,74,8,Dogri
1016,6,62,1,5,3,52,5,Tamil
1017,5,55,1,6,8,40,4,Manipuri
1018,7,61,1,6,8,54,5,Malayalam
1019,2,76,1,4,7,51,5,Odia
1020,7,47,0,4,4,35,3,Telugu
1021,7,87,0,8,6,79,8,Mizo
1022,1,72,1,5,8,45,4,Telugu
1023,7,94,0,4,2,81,8,Meitei
1024,5,99,0,6,3,87,9,Punjabi
1025,3,77,1,4,1,56,6,English
1026,3,82,1,4,8,65,7,Kannada
1027,4,55,1,7,6,38,4,Bodo
1028,2,44,1,4,5,17,1,Gujarati
1029,2,55,1,8,4,35,3,Bhili
1030,1,46,0,6,6,20,2,Dogri
1031,5,90,0,8,2,75,8,Chhattisgarhi
1032,4,40,1,8,4,26,2,Punjabi
1033,2,48,1,9,1,23,2,Bodo
1034,3,57,0,5,4,38,4,Assamese
1035,7,84,0,9,6,78,8,Mizo
1036,7,97,0,9,9,91,9,Bodo
1037,4,86,1,7,6,67,7,Kannada
1038,5,42,1,8,8,31,3,Punjabi
1039,5,63,0,5,2,49,5,Khasi
1040,6,67,1,6,7,57,6,Bodo
1041,9,49,0,6,4,45,4,Kannada
1042,2,48,1,5,6,22,2,Santali
1043,5,52,1,8,0,35,3,Odia
1044,3,87,0,8,0,65,7,Garo
1045,4,74,0,7,3,53,5,Garo
1046,6,93,1,7,4,79,8,Urdu
1047,8,62,0,9,9,57,6,Kashmiri
1048,1,86,1,6,2,58,6,Kannada
1049,8,56,0,7,5,50,5,Bhili
1050,7,85,0,5,2,75,8,Garo
1051,1,46,1,6,4,17,1,Bodo
1052,2,91,1,8,0,70,7,Chhattisgarhi
1053,3,55,1,6,2,36,3,Konkani
1054,1,92,0,4,6,61,6,Garo
1055,9,79,0,6,2,78,8,Dogri
1056,8,75,1,7,4,71,7,Meitei
1057,2,59,0,5,6,36,3,Marathi
1058,9,63,1,8,1,63,6,Garo
1059,7,86,1,8,2,78,8,Sindhi
1060,9,44,1,7,3,39,4,Nepali
1061,6,84,1,7,4,70,7,Kashmiri
1062,6,45,1,7,8,34,3,Santali
1063,4,67,0,4,8,49,5,Santhali
1064,2,98,0,5,3,71,7,Kashmiri
1065,7,44,1,4,8,34,3,Sanskrit
1066,5,88,0,7,3,77,8,Bengali
1067,6,78,1,5,1,67,7,Bengali
1068,2,77,0,7,9,52,5,Bhili
1069,5,41,0,5,0,25,2,Bodo
1070,4,82,1,8,6,68,7,Tamil
1071,9,78,0,4,3,76,8,Bengali
1072,6,93,1,9,7,85,9,Gujarati
1073,2,60,0,7,7,40,4,Garo
1074,1,79,1,7,7,56,6,Punjabi
1075,5,76,1,6,5,62,6,Khasi
1076,9,98,1,9,8,99,10,Bodo
1077,6,57,1,8,3,46,4,Dogri
1078,7,93,1,7,4,86,9,Maithili
1079,5,87,1,4,3,73,7,Sindhi
1080,6,85,0,8,4,74,8,Tamil
1081,5,51,1,7,1,37,3,Maithili
1082,9,56,0,4,4,50,5,Odia
1083,6,76,1,6,9,65,7,Bengali
1084,8,85,0,6,7,79,8,Bodo
1085,2,77,1,4,8,53,5,Urdu
1086,9,54,1,8,6,55,5,Meitei
1087,5,46,0,4,6,31,3,Dogri
1088,7,53,1,9,5,47,5,Odia
1089,1,89,1,4,1,63,6,Chhattisgarhi
1090,5,40,1,6,9,27,2,Konkani
1091,2,77,1,6,9,53,5,Sanskrit
1092,6,42,0,6,8,33,3,Urdu
1093,1,76,1,9,4,56,6,Dogri
1094,3,83,0,7,5,65,7,Sindhi
1095,5,70,1,9,0,55,5,Sanskrit
1096,4,82,1,7,4,67,7,Kannada
1097,3,52,1,9,5,32,3,Hindi
1098,5,87,1,5,9,73,7,Sindhi
1099,8,57,0,7,1,45,4,Bengali
1100,4,56,1,8,6,43,4,Chhattisgarhi
1101,1,56,1,8,3,32,3,Mizo
1102,7,50,1,6,4,42,4,Bodo
1103,8,59,0,9,2,55,5,Odia
1104,3,49,0,4,4,28,2,Manipuri
1105,6,68,0,6,3,58,6,Marathi
1106,2,87,0,4,9,67,7,Dogri
1107,7,73,1,9,5,66,7,Santali
1108,8,56,1,6,1,46,4,Santali
1109,6,93,0,6,2,79,8,Maithili
1110,6,91,1,8,9,83,9,Meitei
1111,5,81,1,4,0,63,6,Kashmiri
1112,8,52,0,5,6,45,4,Konkani
1113,1,83,1,5,8,63,6,Bodo
1114,4,86,0,6,1,70,7,Tamil
1115,4,78,0,9,6,58,6,Meitei
1116,3,66,0,6,2,50,5,Sanskrit
1117,3,93,0,8,4,77,8,Gujarati
1118,4,92,0,4,5,75,8,Khasi
1119,1,65,0,6,7,40,4,Sanskrit
1120,2,67,1,9,3,43,4,Sanskrit
1121,9,52,1,5,1,47,5,Santhali
1122,2,51,1,4,2,22,2,Punjabi
1123,5,83,0,6,7,71,7,Nepali
1124,9,67,0,4,6,63,6,Chhattisgarhi
1125,9,41,0,8,5,37,3,Santali
1126,8,76,1,5,4,72,7,Marathi
1127,1,96,1,9,4,73,7,Sanskrit
1128,1,96,0,4,0,72,7,Odia
1129,9,73,0,5,5,68,7,Urdu
1130,8,62,0,6,8,59,6,Tulu
1131,9,97,0,9,7,97,10,Bodo
1132,7,91,0,9,9,83,9,Telugu
1133,3,84,1,7,0,65,7,Tulu
1134,3,68,0,4,5,47,5,Bhili
1135,2,74,0,5,2,51,5,Kannada
1136,5,50,0,4,5,32,3,Telugu
1137,3,87,0,6,8,63,6,Maithili
1138,6,72,1,6,5,60,6,Maithili
1139,2,90,0,9,7,70,7,Khasi
1140,3,50,0,9,5,32,3,Urdu
1141,5,48,0,5,5,32,3,Khasi
1142,1,53,1,8,6,29,3,Mizo
1143,1,48,0,4,9,21,2,Odia
1144,9,78,1,4,3,74,8,Malayalam
1145,7,87,0,6,7,81,8,Manipuri
1146,1,42,0,4,3,11,1,Urdu
1147,8,68,0,5,6,65,7,Dogri
1148,3,58,0,7,0,37,3,Bhili
1149,8,75,0,9,8,75,8,Sanskrit
1150,5,71,0,6,9,61,6,Bengali
1151,1,46,0,9,8,17,1,Bodo
1152,7,94,0,9,6,87,9,Sindhi
1153,5,67,0,9,7,52,5,Telugu
1154,6,83,1,7,1,71,7,Santali
1155,6,57,1,4,9,46,4,Meitei
1156,8,99,1,8,9,99,10,Tamil
1157,9,44,1,9,6,40,4,Bengali
1158,2,62,0,5,0,42,4,Dogri
1159,9,94,0,9,2,91,9,Telugu
1160,9,61,1,9,5,57,6,Santali
1161,7,65,1,4,4,58,6,Gujarati
1162,1,81,1,5,4,55,5,Kashmiri
1163,7,51,1,4,8,46,4,Odia
1164,5,79,0,9,5,64,6,Gujarati
1165,6,58,1,4,2,45,4,Manipuri
1166,7,86,0,4,1,78,8,Nepali
1167,5,40,0,6,8,24,2,Hindi
1168,7,42,0,7,9,36,3,Nepali
1169,9,66,1,8,3,65,7,Marathi
1170,3,57,1,7,4,35,3,Garo
1171,8,89,0,7,8,87,9,Gujarati
1172,2,69,1,5,4,45,4,Tamil
1173,7,41,1,6,6,35,3,Manipuri
1174,2,44,0,6,1,18,1,Meitei
1175,4,68,0,4,1,46,4,Santhali
1176,7,72,1,7,3,63,6,Urdu
1177,3,81,0,8,7,62,6,Punjabi
1178,2,59,1,5,1,35,3,Punjabi
1179,7,69,1,6,9,63,6,Chhattisgarhi
1180,1,81,0,4,6,58,6,Hindi
1181,8,44,0,8,0,37,3,Kashmiri
1182,3,89,1,7,8,74,8,Dogri
1183,2,60,0,8,9,40,4,Bodo
1184,3,97,1,6,5,78,8,Santali
1185,5,54,0,5,0,38,4,Sindhi
1186,8,59,1,7,9,55,5,English
1187,7,47,0,5,5,39,4,Mizo
1188,7,88,1,9,4,84,9,Nepali
1189,7,70,1,8,4,60,6,Meitei
1190,8,51,0,8,4,47,5,Malayalam
1191,1,60,1,4,3,34,3,Bodo
1192,4,69,1,7,6,54,5,Tamil
1193,6,66,1,8,8,56,6,Santhali
1194,9,83,1,6,3,82,8,Sanskrit
1195,2,65,1,9,1,45,4,Nepali
1196,1,72,0,6,1,45,4,Sindhi
1197,2,65,1,5,1,43,4,Urdu
1198,7,65,1,9,6,57,6,Assamese
1199,3,75,1,9,3,56,6,Tulu
1200,2,79,0,6,3,56,6,Bodo
1201,7,40,0,8,0,30,3,Manipuri
1202,2,98,1,6,3,75,8,Chhattisgarhi
1203,3,54,1,7,5,33,3,Khasi
1204,7,89,0,5,1,80,8,Nepali
1205,4,40,0,9,3,27,2,English
1206,1,50,1,7,6,26,2,Gujarati
1207,5,94,0,8,8,81,8,Bengali
1208,9,41,1,8,1,41,4,Gujarati
1209,8,40,1,6,7,34,3,Bhili
1210,9,70,1,4,5,68,7,Santali
1211,9,83,0,9,7,83,9,Bhili
1212,7,55,1,9,1,44,4,Santali
1213,4,93,1,4,0,75,8,Marathi
1214,5,61,0,8,6,52,5,English
1215,1,81,1,8,8,56,6,Kannada
1216,1,57,1,9,8,37,3,Marathi
1217,3,86,1,5,1,67,7,Kannada
1218,8,56,0,9,3,50,5,Dogri
1219,2,69,0,8,0,46,4,Santhali
1220,4,49,1,8,6,31,3,Sanskrit
1221,2,74,0,5,1,51,5,Konkani
1222,5,97,1,7,3,82,8,Santali
1223,9,60,1,7,1,58,6,Kannada
1224,1,55,0,5,0,31,3,Telugu
1225,5,45,0,5,6,29,3,Kannada
1226,9,42,1,7,5,40,4,Garo
1227,1,80,0,7,1,51,5,Telugu
1228,9,82,0,7,3,79,8,Marathi
1229,8,60,0,7,2,52,5,Dogri
1230,4,52,1,9,2,36,3,Malayalam
1231,5,57,1,9,2,43,4,Nepali
1232,5,97,0,6,3,81,8,Bodo
1233,6,93,1,5,0,81,8,Urdu
1234,7,99,1,4,0,84,9,Khasi
1235,8,63,0,6,6,55,5,Gujarati
1236,8,66,1,4,4,64,6,Manipuri
1237,2,93,0,4,2,68,7,Telugu
1238,9,43,1,8,8,41,4,Dogri
1239,7,61,1,5,4,53,5,Urdu
1240,4,63,0,9,9,50,5,Kashmiri
1241,4,79,1,6,2,65,7,Tulu
1242,8,84,0,5,8,78,8,Dogri
1243,4,49,1,7,0,31,3,Kannada
1244,6,41,1,5,8,30,3,Bengali
1245,5,79,1,4,4,64,6,Hindi
1246,3,45,0,9,5,26,2,Marathi
1247,2,87,1,7,1,66,7,Bengali
1248,9,57,1,5,7,55,5,Sanskrit
1249,9,56,0,5,2,52,5,Bodo
1250,1,77,0,9,0,57,6,Nepali
1251,3,84,1,4,6,68,7,Maithili
1252,8,62,0,7,2,57,6,Tamil
1253,6,85,0,4,3,75,8,Hindi
1254,5,69,0,9,4,54,5,Garo
1255,5,97,0,5,0,82,8,Manipuri
1256,6,60,1,6,8,51,5,Sindhi
1257,7,49,0,6,6,43,4,Hindi
1258,1,95,1,8,1,68,7,Nepali
1259,9,82,1,6,0,77,8,Santhali
1260,3,52,1,9,1,33,3,Urdu
1261,4,51,0,9,2,37,3,Marathi
1262,1,48,0,9,2,23,2,Kashmiri
1263,3,43,1,7,7,26,2,Malayalam
1264,2,78,1,8,4,56,6,Assamese
1265,2,63,0,7,8,42,4,Mizo
1266,1,93,0,6,2,65,7,Bodo
1267,8,73,1,6,5,66,7,Bodo
1268,3,78,0,5,3,57,6,Kashmiri
1269,3,80,0,7,7,59,6,Tulu
1270,6,44,1,4,0,28,2,Tulu
1271,8,54,0,5,3,46,4,Telugu
1272,9,89,0,7,6,84,9,Kashmiri
1273,9,43,1,9,8,42,4,Maithili
1274,4,90,0,8,0,73,7,English
1275,5,91,1,7,7,77,8,Maithili
1276,2,97,0,8,1,74,8,Santhali
1277,9,78,1,8,3,75,8,Assamese
1278,8,97,0,6,3,94,10,Meitei
1279,3,47,1,4,7,27,2,Punjabi
1280,9,88,0,7,1,89,9,Gujarati
1281,3,84,0,4,6,62,6,Assamese
1282,9,63,0,8,2,59,6,Bodo
1283,2,92,1,6,8,73,7,Sindhi
1284,9,67,0,4,4,57,6,Sindhi
1285,8,94,1,5,7,90,9,Santhali
1286,9,82,0,8,4,80,8,Khasi
1287,5,66,0,5,0,50,5,Punjabi
1288,2,40,0,9,8,18,1,Kashmiri
1289,8,73,0,4,9,68,7,Sindhi
